classification	db_link	observation_name	observation_sum	1006_Rp_Control	1007_Rp_LE	1025_Rp_Control	1028_Rp_Control	1028bis_Rp_Control	1038_Rp_Control	1046_Rp_LE	1047_Rp_Control	1059_Rp_Control	1060_Rp_Control	1065_Rp_LE	1066_Rp_Control	1073_Rp_LE	1086_Rp_LE	1086bis_Rp_LE	1099_Rp_Control	1099bis_Rp_Control	1102_Rp_Control	1122_Rp_Control	1136_Rp_Control	1136bis_Rp_Control	1140_Rp_LE	1150_Rp_Control	1150bis_Rp_Control	581_Rm_Control	581bis_Rm_Control	592_Rm_LE	602_Rm_Control	612_Rm_Control	624_Rm_LE	624bis_Rm_LE	624ter_Rm_LE	629_Rm_Control	641_Rm_LE	651_Rm_Control	654_Rm_Control	665_Rm_LE	677_Rm_Control	680_Rm_LE	685_Rm_Control	689_Rm_LE	701_Rm_Control	732_Rm_LE	732bis_Rm_LE	750_Rm_Control	777_Rm_Control	798_Rm_LE	815_Rm_LE	817_Rm_Control	827_Rm_LE	835_Rm_Control	855_Rm_Control	862_Rm_LE	896_Rm_Control	920_Rm_LE	927_Rm_Control	935_Rm_Control	944_Rp_Control	950_Rp_LE	950bis_Rp_LE	952_Rp_LE	959_Rp_Control	964_Rp_Control	966_Rp_LE	972_Rp_Control	978_Rp_LE	978bis_Rp_LE	989_Rp_Control	992_Rp_LE
Metabolism;Amino acid metabolism;Valine, leucine and isoleucine degradation;Valine, leucine and isoleucine degradation	https://www.genome.jp/entry/ko00280	ko00280	221340.2631034483	1658.0693103448275	2476.9537931034483	1734.0227586206893	1583.1227586206896	1300.7527586206897	2390.8172413793104	3214.353103448276	2606.6737931034486	2825.749655172414	3832.6220689655174	3300.333103448276	2690.155172413793	2220.34	3754.1162068965514	2114.465862068965	3767.8865517241384	2605.578965517241	3683.202068965518	3110.556551724138	1479.3920689655172	1669.33	3107.876206896551	2342.1889655172413	1439.0289655172412	3133.5889655172414	3317.977586206897	3342.848620689655	4800.076206896551	3419.233103448276	3511.750689655172	4402.505517241379	2308.9855172413795	4552.900000000001	2742.4293103448276	4907.942068965517	3886.0010344827588	2810.1658620689655	4422.688620689656	3513.5134482758617	3832.908275862069	3857.779310344827	4852.06448275862	2756.119655172414	1009.0648275862068	3239.8210344827585	3199.5520689655173	3387.1724137931033	4218.067931034483	4895.693103448275	4526.213103448275	5081.161034482758	4021.1186206896555	3877.5427586206897	4415.18172413793	2393.0241379310346	4340.477586206896	3708.330344827587	3041.205172413793	2241.7475862068964	1680.1948275862069	2390.069655172414	4065.7486206896556	3838.641724137931	3332.695862068965	4092.0931034482765	4113.64275862069	1215.163448275862	4653.45551724138	3084.117931034483
Metabolism;Metabolism of terpenoids and polyketides;Geraniol degradation;Geraniol degradation	https://www.genome.jp/entry/ko00281	ko00281	91204.97125	547.2375	1238.44625	660.335	280.1875	273.8975	1096.59375	1511.1475	968.385	948.28	1629.14375	1127.76875	828.15625	868.1475	1655.9675	900.7675	1906.925	1245.18625	1434.14375	1493.28	188.54375000000002	217.96875	1258.28	322.1775	209.25875	1034.78125	1004.8425	1429.50875	2037.76625	1461.95125	1604.0925	1805.2175	926.55375	2006.125	1351.615	1995.35375	1734.40625	968.7725	2047.94625	1622.95	1704.6375	1505.31125	2179.88375	995.8425	467.05375	1505.05	1039.47	1210.73125	1808.18625	2462.7512500000003	2102.56375	2409.8112499999997	1892.69625	1749.9675	2039.29375	995.17875	1825.6975	1834.365	1366.75125	381.875	514.99125	1048.79125	1669.37625	1563.72	1443.4275	1990.505	1960.63375	494.76875	1933.31375	1266.21875
Metabolism;Amino acid metabolism;Valine, leucine and isoleucine biosynthesis;Valine, leucine and isoleucine biosynthesis	https://www.genome.jp/entry/ko00290	ko00290	1356330.3609090906	10818.366363636362	13392.04909090909	11944.237272727272	13188.529999999999	10534.434545454547	14117.761818181818	19068.673636363637	17191.669090909094	19921.078181818182	23260.470909090913	22012.702727272732	19122.53636363637	14251.609999999999	23488.84	12612.463636363635	20051.534545454546	14454.387272727274	23754.939090909094	17756.800909090907	13568.279090909089	14864.67272727273	19231.49818181818	17895.271818181816	11237.656363636364	21203.727272727272	23099.344545454547	20197.217272727274	27947.28090909091	20148.09	20324.00727272727	26117.58909090909	14583.480000000003	26585.36818181818	14766.559999999998	29501.523636363643	22952.440909090914	18703.102727272726	25611.290909090916	19296.60636363636	22289.865454545452	24576.950909090905	28286.210909090914	17847.709999999995	5679.140909090908	17741.061818181814	21820.989999999998	22500.36818181818	23674.550909090915	26285.591818181823	25986.001818181816	28103.378181818178	22186.992727272733	22355.93727272727	25668.188181818176	14421.068181818187	26028.528181818187	20514.562727272725	18281.712727272734	18914.477272727276	11811.509090909089	14031.044545454544	24707.59	23435.74909090909	19569.87	22958.784545454546	22408.51272727273	7151.864545454545	29186.817272727272	19127.238181818175
Metabolism;Amino acid metabolism;Lysine biosynthesis;Lysine biosynthesis	https://www.genome.jp/entry/ko00300	ko00300	1010197.9360000005	8459.964	9829.847999999996	8940.718499999999	9979.3965	7837.348000000001	10420.241999999998	13994.879500000005	12947.535	14946.251500000002	17412.833	16167.992000000004	14348.242500000002	10486.363500000001	17234.307000000004	9226.954	14703.7595	10660.906500000001	17758.912	13094.891500000002	10225.2315	11351.329	14181.5335	15135.0715	9183.272	15400.650999999998	17122.2805	14722.905500000003	21644.986999999997	14999.839499999998	14984.818000000003	19204.796	10751.185500000001	19833.510000000002	10919.600999999999	21927.141	17173.746	13624.619	18980.73900000001	14113.3755	16820.970500000003	17965.810999999998	21141.547	13114.467499999999	4134.798499999999	13005.531999999997	16272.885999999999	16713.857	17412.930000000004	19535.879500000003	19125.8645	21254.0875	16537.203500000003	16564.641500000005	19064.668999999994	10540.525000000001	19668.6645	15102.274	13552.149000000001	14445.238500000001	8636.307499999999	10097.653	18775.805999999997	17617.943499999998	14513.0035	17193.065499999997	16166.031499999997	5152.652499999999	22177.2185	13962.281999999996
Metabolism;Amino acid metabolism;Lysine degradation;Lysine degradation	https://www.genome.jp/entry/ko00310	ko00310	83146.58296296296	662.8537037037037	873.0240740740742	626.9770370370369	884.074074074074	691.9944444444444	804.7892592592592	1118.837037037037	950.0685185185184	1142.2588888888888	1289.7600000000002	1542.325925925926	1189.1166666666668	892.5881481481481	1396.7655555555555	798.675925925926	1180.4555555555557	887.3329629629629	1371.7055555555557	988.2959259259259	800.5025925925926	857.0381481481481	1213.6540740740743	1057.9455555555558	650.9437037037037	1556.1729629629629	1583.5440740740742	1401.533333333333	1560.1514814814814	1246.3318518518518	1236.287037037037	1728.357777777778	917.3925925925926	1536.7222222222222	917.0129629629629	1723.947037037037	1266.5988888888887	1398.1637037037037	1482.0466666666669	1215.498148148148	1252.8314814814814	1599.0677777777778	1592.588888888889	1330.6448148148147	347.4144444444445	1129.0388888888888	1447.0837037037038	1470.1703703703704	1545.3948148148147	1497.4262962962964	1551.037037037037	1497.1262962962962	1307.051111111111	1351.3681481481483	1470.0322222222221	1055.26	1580.8033333333335	1214.7381481481482	998.9377777777778	1255.4674074074076	830.5655555555555	1034.6103703703704	1382.2781481481481	1376.5855555555554	1192.7422222222222	1168.1692592592592	1692.035925925926	532.1122222222222	1655.268888888889	1146.9877777777776
Metabolism;Biosynthesis of other secondary metabolites;Penicillin and cephalosporin biosynthesis;Penicillin and cephalosporin biosynthesis	https://www.genome.jp/entry/ko00311	ko00311	48968.56857142857	687.0471428571428	267.76142857142855	428.0957142857143	1025.142857142857	674.6671428571428	547.7142857142857	323.6671428571429	902.4285714285714	1294.047142857143	1067.9042857142856	1461.047142857143	1420.857142857143	509.6671428571429	726.0471428571428	370.57142857142856	292.4757142857143	288.04714285714283	1122.6185714285714	496.3328571428571	896.5242857142857	918.0	715.4757142857143	890.0	466.9042857142857	1214.4285714285713	942.1899999999999	619.1899999999999	816.6185714285714	581.9528571428572	552.9042857142857	939.0471428571428	547.6671428571428	559.5714285714286	236.71428571428572	1014.5714285714286	804.1428571428571	903.0957142857143	668.1899999999999	299.38142857142856	614.8100000000001	677.9042857142857	911.3328571428572	989.0471428571428	81.38142857142857	278.4757142857143	1369.81	1281.3814285714286	609.1899999999999	391.23857142857145	497.6671428571429	552.3328571428572	630.0471428571428	692.0471428571428	626.3814285714286	418.6671428571429	1008.2857142857143	535.1428571428571	642.5242857142857	1573.857142857143	592.8100000000001	398.42857142857144	1028.5242857142857	1179.952857142857	687.4285714285714	385.2857142857143	337.3328571428571	114.47571428571429	792.9528571428572	577.1428571428571
NA	https://www.genome.jp/entry/ko00312	ko00312	63507.645000000004	605.0825	553.8325	629.9975000000001	920.4200000000001	758.2475000000001	303.08	1079.1675	504.83000000000004	785.4125	824.5025	655.3325	642.25	682.7475	756.4124999999999	552.25	660.0825	603.6625000000001	890.0825	455.1625000000001	1532.8375	1526.08	801.4124999999999	1846.0	1123.5825	910.6700000000001	1691.8325	1007.5825	1615.0825	939.9975	717.5025	1101.4125	764.4975000000001	1835.5	504.75	1444.25	600.17	821.4175	869.5825	1063.4175	1144.1675	1158.5025	838.2525	556.8325	296.1675	919.8325	862.0875000000001	796.0875000000001	1035.3325	1173.6675	1520.4975	1153.5825	532.0825	765.6624999999999	1133.3375	852.4975	1089.92	572.25	774.9975000000001	1238.42	880.9975	657.08	828.5875	672.8375	805.8299999999999	1252.33	1049.0025	556.5825	2048.5875	761.5
Metabolism;Amino acid metabolism;Arginine and proline metabolism;Arginine and proline metabolism	https://www.genome.jp/entry/ko00330	ko00330	467272.9623809523	3509.1111111111113	4980.790793650793	4010.128571428572	3843.3401587301596	3042.305714285715	4992.938412698413	6972.922380952381	5625.648095238093	6366.617777777778	8066.580158730159	7151.225714285714	5933.194444444443	4873.68238095238	8356.818412698412	4444.761904761904	7485.014126984127	5248.464444444445	7893.430476190478	6402.562222222222	3896.237460317461	4211.141746031745	6674.160317460317	5306.7092063492055	3319.9269841269847	6701.493968253968	7327.085714285715	6983.168095238096	9878.350476190475	7008.396984126983	7213.683968253969	8895.755873015873	4912.887301587302	9364.08253968254	5447.386507936509	10192.711904761907	8126.35746031746	6140.714126984127	9321.736825396825	7097.064126984127	7946.460634920635	8405.86492063492	10040.612380952381	5831.064126984126	2102.9992063492064	6547.92111111111	6833.439999999999	7169.703333333333	8425.859206349209	9894.923333333332	9415.802539682541	10324.069206349206	8138.83492063492	7958.561111111111	9106.689365079366	5137.5179365079375	9026.69761904762	7544.926507936509	6386.979523809524	5358.1638095238095	3759.087936507936	4947.607777777778	8412.09634920635	7973.354444444447	7004.460952380951	8460.785238095237	8601.599523809524	2559.7603174603173	10072.083174603174	6666.446984126984
Metabolism;Amino acid metabolism;Histidine metabolism;Histidine metabolism	https://www.genome.jp/entry/ko00340	ko00340	827619.9463157894	6490.494736842104	8224.575789473683	6870.06947368421	8435.401578947369	6683.608421052633	8616.982105263158	11470.774210526317	10402.103157894739	12376.227368421056	14003.744736842107	14877.783157894737	12164.400000000003	8759.575789473683	14409.582631578947	7897.773684210524	12039.706842105263	8707.002105263158	14534.828947368422	10561.34947368421	8455.722105263158	9013.996315789473	11865.071578947367	9821.81947368421	6323.324736842106	14249.014210526313	14689.436842105266	13110.757368421053	15509.137894736841	11997.853684210524	12356.57105263158	16210.51894736842	9066.33210526316	15543.4	8960.855789473682	17279.756842105264	13462.314210526318	12460.872631578943	15372.876315789475	11718.653684210527	12931.22105263158	14794.446315789473	16497.454736842104	11976.390000000001	3450.592105263158	10831.27789473684	13938.197894736839	14282.045789473685	14453.02157894737	15404.071578947367	15728.413157894736	15835.76894736842	13249.624736842108	13759.409999999998	15213.201052631577	9611.546315789476	15587.814736842105	12524.47052631579	10904.337894736842	12196.324736842105	7733.583157894736	9436.08	14346.348947368422	14277.485789473683	12047.892105263158	12995.638421052634	15263.72157894737	4607.150526315789	17108.19105263158	11639.953684210523
Metabolism;Amino acid metabolism;Tyrosine metabolism;Tyrosine metabolism	https://www.genome.jp/entry/ko00350	ko00350	171550.27645161288	1416.2483870967742	1735.8093548387096	1586.3829032258063	1428.8751612903227	1112.7929032258064	1849.3241935483873	2439.6470967741934	2201.396129032258	2464.6232258064515	3063.188387096774	2504.551612903226	2265.8338709677423	1726.2038709677422	2945.0729032258064	1552.3645161290324	2693.875806451613	1890.6087096774193	3018.856451612903	2376.1603225806452	1435.8674193548386	1620.3051612903225	2393.139677419355	2358.436451612903	1449.7235483870966	2247.556129032258	2561.4774193548387	2361.0335483870967	3960.6951612903226	2591.6132258064517	2590.250322580645	3164.4461290322574	1749.9138709677418	3600.4709677419355	1950.457741935484	3792.6909677419353	3075.2400000000002	2005.7603225806452	3372.5974193548386	2493.990322580645	3087.198387096774	2953.75	3799.6651612903224	1994.119677419355	730.2864516129032	2289.1290322580644	2546.288064516129	2635.1767741935487	3016.4745161290325	3626.1435483870973	3357.4012903225807	4054.2551612903226	3021.5767741935483	2894.374838709677	3420.410967741935	1664.7432258064516	3401.593870967742	2705.104193548387	2387.206451612903	2042.8109677419354	1254.6690322580644	1582.052258064516	3403.778387096774	3042.1606451612906	2519.842903225807	3253.431935483871	2773.7364516129032	804.5625806451611	3863.3106451612903	2377.5406451612903
Metabolism;Amino acid metabolism;Phenylalanine metabolism;Phenylalanine metabolism	https://www.genome.jp/entry/ko00360	ko00360	186227.63923076924	1379.7984615384614	2045.991153846154	1578.8107692307692	1331.8534615384617	1071.6496153846153	2039.9284615384615	2866.8184615384616	2264.3173076923076	2501.5311538461538	3303.61	2696.3484615384614	2258.5442307692306	1906.5280769230772	3343.6634615384614	1771.1126923076922	3153.4196153846156	2176.861923076923	3218.3157692307695	2651.831153846154	1432.815	1538.0134615384618	2688.829615384615	1990.7346153846156	1274.2484615384615	2373.1115384615387	2707.0115384615387	2661.9680769230768	4132.137692307692	2808.9915384615383	2837.298846153846	3372.5315384615383	1885.0726923076923	3839.103846153846	2178.86	4041.9365384615385	3308.415384615385	2133.3265384615383	3821.451923076923	2883.770769230769	3366.420769230769	3101.192692307692	4107.385	2143.923461538462	884.1884615384616	2647.215769230769	2447.6323076923077	2669.797307692308	3380.6926923076926	4157.136538461538	3855.5146153846154	4440.794615384615	3423.4061538461538	3193.577307692308	3836.5784615384614	2024.6269230769233	3646.542307692308	3078.4884615384613	2661.182307692308	1814.4346153846154	1376.4884615384617	1875.6573076923075	3432.5611538461535	3183.2188461538462	2892.9784615384615	3704.972307692308	3572.475769230769	987.9980769230768	4212.5226923076925	2637.4715384615383
Metabolism;Xenobiotics biodegradation and metabolism;Chlorocyclohexane and chlorobenzene degradation;Chlorocyclohexane and chlorobenzene degradation	https://www.genome.jp/entry/ko00361	ko00361	46476.585999999996	551.201	323.406	401.604	818.72	617.9440000000001	472.66499999999996	364.454	788.11	999.516	865.781	1140.286	1101.17	478.459	647.566	353.71500000000003	388.881	361.26099999999997	997.1659999999999	442.401	752.289	865.0600000000001	655.516	1136.66	660.421	1060.96	982.441	639.836	784.6659999999999	563.984	580.1659999999999	946.066	511.9440000000001	676.14	325.3	1003.4649999999999	685.14	780.409	630.0260000000001	402.159	573.364	774.7909999999999	811.3109999999999	847.6360000000001	102.799	383.121	1150.534	1095.169	673.411	474.024	579.739	610.9159999999999	577.506	667.451	688.5640000000001	454.74899999999997	897.4649999999999	514.52	561.699	1267.4850000000001	522.154	402.635	957.8389999999999	979.814	611.8100000000001	401.335	470.021	167.83100000000002	947.5139999999999	552.425
Metabolism;Xenobiotics biodegradation and metabolism;Benzoate degradation;Benzoate degradation	https://www.genome.jp/entry/ko00362	ko00362	71714.41210526315	658.9684210526316	652.0268421052632	622.0368421052632	819.0013157894738	621.6178947368422	613.1286842105263	890.9310526315791	810.9494736842105	981.5236842105263	1084.3547368421052	1131.2026315789474	969.9526315789473	768.528947368421	1139.3242105263157	657.0197368421053	938.3618421052631	748.0842105263158	1148.457894736842	749.771052631579	776.4126315789474	925.2281578947368	1017.4955263157896	1590.8773684210526	935.4457894736843	1198.1402631578949	1395.667105263158	1106.7557894736842	1655.9776315789472	1111.6413157894735	1010.5115789473683	1500.8244736842105	758.0192105263158	1485.9105263157894	728.3623684210527	1631.223947368421	1059.5994736842106	1176.9910526315791	1236.0239473684212	1014.9434210526315	1091.5605263157895	1513.4410526315787	1361.1176315789473	1021.1481578947368	277.5865789473684	934.7263157894737	1248.0026315789473	1198.5631578947366	1358.5297368421052	1218.7223684210526	1307.000263157895	1430.844210526316	1004.1576315789473	1079.4868421052631	1190.4665789473684	879.0094736842105	1381.4247368421052	887.1615789473684	792.8155263157895	1177.185	678.7778947368421	738.6171052631578	1344.1328947368422	1125.0486842105263	954.5613157894737	1001.3555263157897	1203.6565789473684	441.3281578947369	1555.6000000000001	997.0902631578947
Metabolism;Amino acid metabolism;Tryptophan metabolism;Tryptophan metabolism	https://www.genome.jp/entry/ko00380	ko00380	22210.41322580645	0.0	734.995806451613	0.0	893.2925806451613	686.434193548387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1032.0867741935485	772.6925806451613	0.0	902.1538709677419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1196.4796774193549	1183.626451612903	1645.1206451612902	873.4906451612903	0.0	0.0	0.0	0.0	0.0	1289.073548387097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1399.4816129032258	1400.2116129032258	0.0	0.0	0.0	1170.7467741935486	0.0	1376.4451612903222	0.0	0.0	1053.0535483870967	0.0	0.0	0.0	0.0	0.0	1263.570322580645	1012.6870967741936	0.0	1217.3293548387098	0.0	0.0	1107.4409677419355
Metabolism;Amino acid metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Phenylalanine, tyrosine and tryptophan biosynthesis	https://www.genome.jp/entry/ko00400	ko00400	699757.8909677418	5052.494193548388	7389.657419354838	6087.510967741936	5793.134193548388	4781.323225806452	7364.0816129032255	10586.08548387097	8536.244193548386	9506.653870967744	11932.972258064514	10494.075806451612	8740.656451612904	7388.011612903227	12722.56741935484	6721.263870967742	11217.949032258064	7965.599677419355	11850.80225806452	9468.851290322582	6181.814193548389	6806.308387096774	10024.782258064517	8368.28193548387	5358.864193548387	9984.72387096774	11448.095806451616	10374.270967741939	14622.80258064516	10453.260322580643	10636.394516129034	13142.548387096775	7358.82870967742	14186.106451612906	7888.813548387096	15334.08258064516	11972.880322580646	9283.433225806451	14001.607741935488	10624.89419354839	11820.440322580647	12746.39516129032	14852.980967741936	8596.222903225807	3202.2932258064525	9768.770322580644	9995.604193548385	10618.885806451613	12601.263225806455	14521.37419354839	14232.592580645165	15328.048709677416	12088.734516129032	11659.889354838708	13822.136129032257	7662.968387096776	13417.399999999998	11090.472258064516	9591.292903225807	7867.694838709676	5747.917741935483	7294.056129032258	12320.658387096773	11675.730322580648	10347.211935483869	12668.490967741936	12796.227096774195	3962.114516129031	15633.464838709677	10173.829999999998
Metabolism;Metabolism of other amino acids;Taurine and hypotaurine metabolism;Taurine and hypotaurine metabolism	https://www.genome.jp/entry/ko00430	ko00430	360302.32375	2899.35625	3922.6274999999996	3037.7924999999996	3026.8875	2426.34125	3415.00875	5395.5975	3925.1475000000005	4267.8525	5325.43	5146.925000000001	3965.7374999999997	3670.24875	6097.585	3327.0424999999996	5723.40625	4122.6775	5778.9125	4561.14	3065.76125	3607.9825	4930.23875	6077.272499999999	3499.4537499999997	5419.42375	6132.84	5956.70875	8300.395	5719.73875	5642.126249999999	6872.22875	3817.91375	7365.806250000001	4546.0650000000005	7044.5337500000005	5790.72375	4887.38375	6631.688750000001	5562.49375	5811.075	6708.90625	7293.4275	4974.907499999999	1597.195	5170.5875	5153.86625	5239.328750000001	6306.8975	7606.57875	7252.41375	7669.4262499999995	5722.64375	6105.2837500000005	6633.0862499999985	4576.93375	7105.5325	5638.62875	4407.8125	4383.13	2986.4837500000003	4434.555	6627.16625	5700.6475	5057.99375	6183.1975	7768.32625	2200.33875	8246.5725	4832.88625
Metabolism;Metabolism of other amino acids;Phosphonate and phosphinate metabolism;Phosphonate and phosphinate metabolism	https://www.genome.jp/entry/ko00440	ko00440	111554.47142857141	919.2578571428572	1146.1521428571427	1120.8442857142857	759.9271428571429	630.6457142857143	1373.330714285714	1506.5764285714286	1658.6214285714286	1723.654285714286	2400.693571428572	1452.5935714285715	1770.2250000000001	1043.0121428571429	1700.6599999999999	887.8571428571429	1722.8185714285714	1149.9150000000002	2173.4935714285716	1795.115	771.0135714285714	832.0142857142857	1414.7735714285716	1167.4071428571428	734.6614285714287	1121.8892857142857	1293.4814285714285	1066.6235714285715	2670.049285714286	1774.0678571428568	1723.3628571428574	2052.2557142857145	1106.9314285714286	2352.9857142857145	1224.8335714285713	3033.217857142857	2392.9857142857145	1016.3814285714286	2396.049285714286	1579.5064285714286	2194.835	1684.3685714285714	2904.1471428571426	880.0757142857144	446.7542857142857	1438.9650000000001	1670.1671428571426	1828.1514285714286	1927.1292857142855	2871.2542857142857	2036.3585714285712	2902.2435714285716	2187.765	1922.3828571428571	2388.442142857143	796.29	2267.753571428572	1952.582142857143	1794.5992857142858	1321.2285714285715	647.1007142857143	598.7700000000001	2461.049285714286	2283.6028571428574	1692.02	2547.133571428571	1017.7092857142858	312.32428571428574	2491.8528571428574	1427.53
Metabolism;Metabolism of other amino acids;Selenocompound metabolism;Selenocompound metabolism	https://www.genome.jp/entry/ko00450	ko00450	618058.8033333332	4858.4146666666675	6302.08	5338.255999999999	5373.932	4229.653333333333	6573.726666666667	8825.321999999998	7803.901333333333	8780.597333333333	10837.554	9749.159333333335	8328.786666666665	6417.979333333334	10996.396666666667	5831.495333333333	9764.954666666665	6928.990666666667	10693.30666666667	8306.060666666666	5260.281333333333	5905.764	8807.488000000001	8100.082666666666	4983.2373333333335	8961.436	9747.427333333333	8977.331333333334	13300.656	9400.788666666665	9326.696666666665	11695.554666666667	6389.969999999999	12140.269999999999	6940.153333333333	13491.340666666669	10734.766	8011.051333333334	12058.633333333337	9032.698666666665	10358.638666666666	10992.567333333334	13234.953333333333	7815.136666666666	2678.8133333333335	8303.391333333331	9352.219333333334	9718.377333333332	11121.52	12478.467333333334	12052.543333333335	13583.626666666669	10639.132666666668	10361.390666666668	11914.296	6521.500666666666	11991.916666666666	9699.409333333333	8425.896	7600.556	4905.588000000001	6306.563999999999	11597.276000000002	10746.079333333333	9132.552666666666	10892.292	10849.65066666667	3252.4866666666667	13418.520666666667	8907.246000000001
NA	https://www.genome.jp/entry/ko00471	ko00471	1336484.6966666665	11116.676666666666	13012.816666666666	11770.980000000001	13056.116666666669	10198.1	13919.543333333333	18477.36666666667	17018.626666666667	19812.08	23006.28	21550.27666666667	18809.766666666666	13727.696666666669	22973.426666666666	12300.843333333332	19692.47666666667	14200.863333333335	23461.07666666667	17517.43	13150.51	14634.38	18504.333333333332	19122.53666666667	11627.463333333333	20617.52	22363.446666666667	19722.7	28726.789999999997	20081.763333333332	19932.84	25485.666666666668	14224.683333333334	26367.233333333337	14574.090000000002	28603.146666666667	22744.736666666664	18247.57	25147.876666666674	18790.506666666668	22015.14	23684.50333333333	27936.533333333336	17726.283333333326	5511.656666666667	17314.71	21612.00333333333	22144.673333333336	22925.61666666667	25758.486666666664	25453.376666666667	28039.833333333332	21967.463333333337	21925.88	25117.893333333326	14140.07	26158.266666666663	20274.286666666667	17902.380000000005	18951.22	11315.036666666667	13779.923333333334	25167.553333333333	23363.02	19129.38	22620.13666666667	21958.53666666667	6877.706666666665	28898.22	18522.67
NA	https://www.genome.jp/entry/ko00472	ko00472	28442.75	334.0	261.25	467.25	352.25	158.0	131.5	399.25	150.0	304.25	305.25	273.25	153.5	352.0	496.25	178.25	187.25	221.75	337.25	144.25	389.5	376.75	623.25	1038.0	664.0	317.5	313.0	607.5	989.0	501.5	416.75	638.0	323.5	895.75	404.25	581.5	232.75	312.0	459.5	456.75	576.25	762.0	370.0	310.0	99.0	458.75	606.5	382.25	635.25	400.75	562.25	1063.0	385.5	344.0	510.25	332.5	397.0	143.25	202.5	525.25	241.5	296.75	714.25	293.5	418.5	254.75	651.25	157.75	298.75	302.0
NA	https://www.genome.jp/entry/ko00473	ko00473	1030885.5066666666	9243.26	9570.153333333334	9054.9	11343.033333333335	8512.463333333333	10674.19	13399.746666666668	13603.906666666668	16475.773333333334	18158.97333333333	18155.376666666667	16039.016666666668	10672.116666666667	17383.676666666666	9323.023333333333	14137.06	10437.140000000001	18507.576666666668	13011.539999999999	11030.286666666667	12104.686666666666	14507.303333333335	15395.063333333334	9198.406666666666	16942.18	17602.306666666667	15062.936666666666	21814.88	15233.733333333332	14910.363333333333	19850.303333333333	10994.84666666667	19598.06666666667	10556.56	22142.486666666668	17292.18	14685.043333333335	18727.093333333334	13747.339999999998	16525.806666666667	18123.583333333332	21146.086666666666	14403.586666666664	3977.523333333333	12669.61	17994.393333333333	18026.673333333332	17543.686666666665	18527.210000000003	18680.353333333333	20628.88666666667	16376.240000000003	16557.290000000005	18523.07	10751.626666666665	20194.183333333334	14972.313333333334	13605.333333333338	16765.913333333334	9160.943333333335	10405.976666666667	19844.693333333333	18543.743333333332	14750.820000000002	16345.263333333334	15950.1	5054.546666666665	21575.943333333333	14161.113333333333
Metabolism;Metabolism of other amino acids;Glutathione metabolism;Glutathione metabolism	https://www.genome.jp/entry/ko00480	ko00480	214558.26947368422	1738.2878947368422	2377.5868421052633	1871.0426315789473	1941.6189473684208	1469.3915789473685	2090.798947368421	3237.744736842105	2442.505789473684	2791.3173684210524	3342.682105263158	3346.0405263157895	2563.9789473684214	2237.129473684211	3929.0447368421055	2026.5173684210527	3373.124736842105	2464.5857894736846	3588.008947368421	2745.1094736842106	1861.3852631578948	2089.1952631578947	3044.8268421052635	3240.257894736842	1922.3115789473684	3127.033684210526	3635.2994736842106	3368.621052631579	4811.74052631579	3249.896842105263	3130.625789473684	3808.7610526315793	2142.9836842105265	4292.207894736842	2458.0147368421053	4119.965789473685	3501.6468421052627	2913.814736842105	4060.2047368421054	3170.464736842105	3569.2884210526313	3840.274210526316	4369.405789473684	2979.116842105263	972.3478947368421	2943.03	2979.6826315789476	3101.949473684211	3699.4457894736843	4324.421578947369	4243.882105263158	4599.716842105263	3556.0115789473684	3485.6357894736843	4017.595789473683	2631.093157894737	4200.76	3291.7342105263156	2665.7889473684213	2755.81	1770.416842105263	2552.7726315789478	3955.190526315789	3485.7431578947367	3130.217368421053	3755.5215789473687	4793.273157894737	1321.4442105263158	5049.73	2991.1936842105265
Metabolism;Carbohydrate metabolism;Starch and sucrose metabolism;Starch and sucrose metabolism	https://www.genome.jp/entry/ko00500	ko00500	692170.0650000001	5773.1345	7006.1295	5747.830249999999	6540.932	5268.11375	7404.879500000001	9382.51325	9172.322750000001	10378.529750000002	12254.159000000001	11910.184000000001	10267.275	6955.925749999999	11644.34475	6291.325999999999	10110.412000000002	7385.369000000001	12535.5295	9031.98275	6746.69	7545.635000000002	9635.975749999998	10187.59225	6165.00225	10832.7825	11684.791500000001	9989.84725	14186.247	9870.895499999999	10110.751499999998	12791.909	7241.9132500000005	13065.33875	7325.99525	14793.626500000002	11663.241250000001	9615.3395	13238.787000000002	9789.6935	11237.848	11059.515999999998	14265.808	9228.4715	2868.368	9071.77275	11060.228500000001	11409.644749999998	11858.7035	13631.671000000002	13047.003	14103.698999999999	11546.087500000003	11323.244	12921.662999999997	7560.12	13471.49275	10803.038499999999	9415.99275	9859.89625	5971.74625	7141.12225	12977.530999999999	12400.15725	10204.74675	11671.2435	12452.193	3628.16725	15335.82475	9100.116749999997
